Crash Number,Date Time,Day of Week,Object 1,Object 2,Street Number,Street Name,Cross Street,LOCATION,Latitude,Longitude,Coordinates
32862,10/26/2014 01:26:00 AM,Sunday,Auto,Auto,,HARVARD ST,PROSPECT ST,"HARVARD ST & PROSPECT ST Cambridge, MA",42.3683014,-71.1017456,"(42.3683014, -71.1017456)"
32863,10/23/2014 09:00:00 PM,Thursday,Auto,Parked Vehicle,,FIRST ST,,"FIRST ST Cambridge, MA",0,0,"(0, 0)"
32865,11/01/2014 12:31:00 AM,Monday,Auto,Parked Vehicle,,Cambridge St,Webster Ave,"Cambridge St & Webster Ave Cambridge, MA",0,0,"(0, 0)"
32866,10/30/2014 03:30:00 PM,Thursday,Auto,Auto,,Blackstone St,Western Ave,"Blackstone St & Western Ave Cambridge, MA",42.3644028,-71.1148224,"(42.3644028, -71.1148224)"
32867,11/01/2014 10:15:00 AM,Saturday,Auto,Auto,1414,Massachusetts Ave,,"1414 Massachusetts Ave Cambridge, MA",42.3737793,-71.1190414,"(42.3737793, -71.1190414)"
32868,11/01/2014 02:54:00 PM,Saturday,Auto,Auto,,Columbia St,Broadway,"Columbia St & Broadway Cambridge, MA",42.3678703,-71.0973587,"(42.3678703, -71.0973587)"
32869,11/01/2014 08:19:00 PM,Saturday,Auto,Auto,,Third St,Binney St,"Third St & Binney St Cambridge, MA",42.3656769,-71.0824051,"(42.3656769, -71.0824051)"
32870,11/01/2014 07:00:00 PM,Saturday,Auto,Pedestrian,,IRVING ST,KIRKLAND ST,"IRVING ST & KIRKLAND ST Cambridge, MA",42.3773613,-71.1106415,"(42.3773613, -71.1106415)"
32871,11/01/2014 11:33:00 PM,Saturday,Auto,Truck,,Massachusetts Ave,Vassar St,"Massachusetts Ave & Vassar St Cambridge, MA",42.3601532,-71.0948792,"(42.3601532, -71.0948792)"
32872,11/02/2014 03:32:00 AM,Sunday,Auto,Fixed Object,,Concord Ave,GARDEN ST,"Concord Ave & GARDEN ST Cambridge, MA",42.3783264,-71.1237106,"(42.3783264, -71.1237106)"
32873,11/02/2014 11:43:00 AM,Sunday,Auto,Auto,,River St,FRANKLIN PL,"River St & FRANKLIN PL Cambridge, MA",42.3648911,-71.1058044,"(42.3648911, -71.1058044)"
32874,11/02/2014 05:21:00 PM,Sunday,Auto,Parked Vehicle,130,Gore St,,"130 Gore St Cambridge, MA",42.3722839,-71.084053,"(42.3722839, -71.084053)"
32875,11/02/2014 08:18:00 PM,Sunday,Auto,Auto,18,FOREST ST,,"18 FOREST ST Cambridge, MA",42.3852348,-71.1170731,"(42.3852348, -71.1170731)"
32876,11/02/2014 11:44:00 PM,Sunday,Auto,Auto,211,Alewife Brook Pky,,"211 Alewife Brook Pky Cambridge, MA",42.3895264,-71.1426163,"(42.3895264, -71.1426163)"
32877,11/03/2014 11:35:00 AM,Monday,Auto,Auto,,Cambridge St,Windsor St,"Cambridge St & Windsor St Cambridge, MA",42.3727493,-71.0932846,"(42.3727493, -71.0932846)"
32878,11/03/2014 02:01:00 PM,Monday,Auto,Fixed Object,1414,Cambridge St,Inman St,"1414 Cambridge St Cambridge, MA",42.3738174,-71.101532,"(42.3738174, -71.101532)"
32879,11/03/2014 02:10:00 PM,Monday,Taxi,Auto,,GREEN ST,Brookline St,"GREEN ST & Brookline St Cambridge, MA",42.3634186,-71.1019363,"(42.3634186, -71.1019363)"
32880,11/04/2014 11:14:00 AM,Tuesday,Auto,Parked Vehicle,,Bishop Allen Dr,,"Bishop Allen Dr Cambridge, MA",0,0,"(0, 0)"
32881,11/04/2014 07:50:00 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Rice St,"Massachusetts Ave & Rice St Cambridge, MA",42.3953323,-71.1279221,"(42.3953323, -71.1279221)"
32882,11/04/2014 09:07:00 AM,Tuesday,Auto,Auto,,Sidney St,,"Sidney St Cambridge, MA",0,0,"(0, 0)"
32883,11/04/2014 11:14:00 AM,Tuesday,Auto,Auto,,Bishop Allen Dr,,"Bishop Allen Dr Cambridge, MA",0,0,"(0, 0)"
32884,11/04/2014 06:52:00 PM,Tuesday,Auto,Auto,59,PLYMOUTH ST,Webster Ave,"59 PLYMOUTH ST Cambridge, MA",42.369091,-71.0931549,"(42.369091, -71.0931549)"
32886,11/04/2014 10:15:00 PM,Tuesday,Auto,Auto,38,PEARL ST,FRANKLIN PL,"38 PEARL ST Cambridge, MA",42.3639336,-71.1034241,"(42.3639336, -71.1034241)"
32887,11/05/2014 09:10:00 AM,Wednesday,Auto,Auto,18,Gibson St,,"18 Gibson St Cambridge, MA",42.3753319,-71.1325226,"(42.3753319, -71.1325226)"
32888,09/01/2014 08:58:00 PM,Monday,Auto,Auto,,FULKERSON ST,Rogers St,"FULKERSON ST & Rogers St Cambridge, MA",42.3671341,-71.0880508,"(42.3671341, -71.0880508)"
32889,09/11/2014 04:55:00 PM,Thursday,Auto,Bicycle,,Beech St,Massachusetts Ave,"Beech St & Massachusetts Ave Cambridge, MA",42.3902931,-71.1209946,"(42.3902931, -71.1209946)"
32890,09/11/2014 05:33:00 PM,Thursday,Auto,Bicycle,,Cambridgeside Pl,Land Blvd,"Cambridgeside Pl & Land Blvd Cambridge, MA",42.3669815,-71.0754089,"(42.3669815, -71.0754089)"
32891,09/15/2014 08:15:00 PM,Monday,Auto,Bicycle,2057,Massachusetts Ave,,"2057 Massachusetts Ave Cambridge, MA",0,0,"(0, 0)"
32892,09/05/2014 04:09:00 AM,Friday,Auto,Pedestrian,,Massachusetts Ave,EVERETT ST,"Massachusetts Ave & EVERETT ST Cambridge, MA",42.3799896,-71.1199265,"(42.3799896, -71.1199265)"
32893,09/08/2014 12:20:00 PM,Monday,Auto,Auto,,Massachusetts Ave,Vassar St,"Massachusetts Ave & Vassar St Cambridge, MA",42.3601532,-71.0948792,"(42.3601532, -71.0948792)"
32894,09/08/2014 05:30:00 PM,Monday,Auto,Bicycle,,Massachusetts Ave,Albany St,"Massachusetts Ave & Albany St Cambridge, MA",42.3608284,-71.0960159,"(42.3608284, -71.0960159)"
32896,09/17/2014 02:03:00 PM,Wednesday,Auto,Parked Vehicle,,Alpine St,,"Alpine St Cambridge, MA",0,0,"(0, 0)"
32897,09/17/2014 03:29:00 PM,Wednesday,Auto,Parked Vehicle,0,New St,,"0 New St Cambridge, MA",0,0,"(0, 0)"
32898,09/18/2014 09:19:00 AM,Thursday,Auto,Bicycle,,Cambridge St,Windsor St,"Cambridge St & Windsor St Cambridge, MA",42.3727493,-71.0932846,"(42.3727493, -71.0932846)"
32899,09/18/2014 09:52:00 AM,Thursday,Auto,Truck,2519,Massachusetts Ave,Churchill Ave,"2519 Massachusetts Ave Cambridge, MA",42.3997231,-71.133316,"(42.3997231, -71.133316)"
32900,09/18/2014 01:18:00 PM,Thursday,Auto,Auto,,HARVEY ST,Clifton St,"HARVEY ST & Clifton St Cambridge, MA",42.397541,-71.1363754,"(42.397541, -71.1363754)"
32901,09/18/2014 04:34:00 PM,Thursday,Auto,Auto,31,DOVER ST,Massachusetts Ave,"31 DOVER ST Cambridge, MA",42.3950462,-71.1261368,"(42.3950462, -71.1261368)"
32902,09/18/2014 02:05:00 PM,Thursday,Auto,Parked Vehicle,,HILLIARD PL,FULLER PL,"HILLIARD PL & FULLER PL Cambridge, MA",42.3744392,-71.1231537,"(42.3744392, -71.1231537)"
32903,09/18/2014 05:47:00 PM,Thursday,Auto,Pedestrian,,PROSPECT ST,Hampshire St,"PROSPECT ST & Hampshire St Cambridge, MA",42.3722038,-71.0989761,"(42.3722038, -71.0989761)"
32904,09/19/2014 10:21:00 AM,Friday,Auto,Auto,,Market St,Windsor St,"Market St & Windsor St Cambridge, MA",42.3677063,-71.095192,"(42.3677063, -71.095192)"
32905,09/19/2014 07:50:00 AM,Friday,Auto,Auto,,Massachusetts Ave,Waterhouse St,"Massachusetts Ave & Waterhouse St Cambridge, MA",42.3778687,-71.1206436,"(42.3778687, -71.1206436)"
32906,09/19/2014 01:01:00 PM,Friday,Auto,Auto,,Vineyard St,MAY ST,"Vineyard St & MAY ST Cambridge, MA",42.3788834,-71.1537704,"(42.3788834, -71.1537704)"
32907,09/19/2014 05:34:00 PM,Friday,Auto,Auto,,Massachusetts Ave,Vassar St,"Massachusetts Ave & Vassar St Cambridge, MA",42.3601532,-71.0948792,"(42.3601532, -71.0948792)"
32908,09/25/2014 11:37:00 AM,Tuesday,Auto,Auto,253,Rindge Ave,,"253 Rindge Ave Cambridge, MA",42.3935738,-71.1341782,"(42.3935738, -71.1341782)"
32909,09/29/2014 09:56:00 AM,Monday,Auto,Auto,42,HUBBARD AVE,Walden St,"42 HUBBARD AVE Cambridge, MA",42.3886414,-71.1273422,"(42.3886414, -71.1273422)"
32910,11/06/2014 09:30:00 AM,Thursday,Auto,Pedestrian,60,Vassar St,,"60 Vassar St Cambridge, MA",42.3607597,-71.0936432,"(42.3607597, -71.0936432)"
32911,11/05/2014 08:45:00 PM,Wednesday,Auto,Bicycle,,Concord Ave,,"Concord Ave Cambridge, MA",0,0,"(0, 0)"
32912,11/07/2014 01:40:00 PM,Friday,Auto,Auto,,Third St,SPRING ST,"Third St & SPRING ST Cambridge, MA",42.3689651,-71.0803223,"(42.3689651, -71.0803223)"
32913,11/10/2014 08:30:00 AM,Monday,Auto,Bus (Other),,Brookline St,PACIFIC ST,"Brookline St & PACIFIC ST Cambridge, MA",42.3612289,-71.1039429,"(42.3612289, -71.1039429)"
32914,11/09/2014 01:47:00 PM,Sunday,Auto,Auto,27,Avon St,MARTIN ST,"27 Avon St Cambridge, MA",42.3831177,-71.123436,"(42.3831177, -71.123436)"
32915,11/09/2014 11:30:00 AM,Sunday,Auto,Auto,47,Bishop Allen Dr,DOUGLASS ST,"47 Bishop Allen Dr Cambridge, MA",42.364666,-71.1003342,"(42.364666, -71.1003342)"
32916,11/09/2014 09:43:00 AM,Sunday,Auto,Auto,,Massachusetts Ave,NORRIS ST,"Massachusetts Ave & NORRIS ST Cambridge, MA",42.3960304,-71.1287079,"(42.3960304, -71.1287079)"
32917,11/08/2014 05:36:00 PM,Saturday,Auto,Auto,43,MAGOUN ST,,"43 MAGOUN ST Cambridge, MA",42.399086,-71.1352081,"(42.399086, -71.1352081)"
32918,11/08/2014 04:05:00 PM,Saturday,Auto,Parked Vehicle,,Rockwell St,,"Rockwell St Cambridge, MA",0,0,"(0, 0)"
32919,11/08/2014 02:54:00 PM,Saturday,Auto,Auto,43,Massachusetts Ave,JFK St,"43 Massachusetts Ave Cambridge, MA",42.3584785,-71.0932465,"(42.3584785, -71.0932465)"
32920,11/08/2014 09:30:00 AM,Saturday,Auto,Truck,120,Vassar St,,"120 Vassar St Cambridge, MA",42.3561211,-71.1030655,"(42.3561211, -71.1030655)"
32921,11/08/2014 11:33:00 AM,Saturday,Auto,Auto,777,MEMORIAL DR,,"777 MEMORIAL DR Cambridge, MA",42.3587952,-71.1155853,"(42.3587952, -71.1155853)"
32922,11/08/2014 11:33:00 AM,Saturday,Auto,Auto,,LINNAEAN ST,,"LINNAEAN ST Cambridge, MA",0,0,"(0, 0)"
32923,11/08/2014 10:20:00 AM,Saturday,Auto,Bicycle,,GARDEN ST,Waterhouse St,"GARDEN ST & Waterhouse St Cambridge, MA",42.3773079,-71.1228638,"(42.3773079, -71.1228638)"
32924,11/07/2014 08:59:00 PM,Friday,Auto,Bicycle,1555,Massachusetts Ave,Waterhouse St,"1555 Massachusetts Ave Cambridge, MA",42.3788147,-71.1200562,"(42.3788147, -71.1200562)"
32925,11/07/2014 04:20:00 PM,Friday,Auto,Auto,,Auburn St,River St,"Auburn St & River St Cambridge, MA",42.3645744,-71.1066895,"(42.3645744, -71.1066895)"
32926,11/07/2014 01:40:00 PM,Friday,Auto,Auto,,Third St,SPRING ST,"Third St & SPRING ST Cambridge, MA",42.3689651,-71.0803223,"(42.3689651, -71.0803223)"
32927,11/07/2014 07:45:00 AM,Friday,Auto,Bicycle,,Massachusetts Ave,Rindge Ave,"Massachusetts Ave & Rindge Ave Cambridge, MA",42.3926163,-71.1248703,"(42.3926163, -71.1248703)"
32928,11/07/2014 08:51:00 AM,Friday,Auto,Auto,94,Willow St,,"94 Willow St Cambridge, MA",42.3721046,-71.0920792,"(42.3721046, -71.0920792)"
32929,11/11/2014 06:31:00 PM,Tuesday,Auto,Auto,625,MOUNT AUBURN ST,,"625 MOUNT AUBURN ST Cambridge, MA",42.3751373,-71.1467896,"(42.3751373, -71.1467896)"
32930,11/11/2014 02:40:00 PM,Tuesday,Auto,Auto,171,HURON AVE,,"171 HURON AVE Cambridge, MA",42.3821259,-71.1314087,"(42.3821259, -71.1314087)"
32931,11/11/2014 10:17:00 AM,Tuesday,Auto,Auto,,Massachusetts Ave,MEACHAM RD,"Massachusetts Ave & MEACHAM RD Cambridge, MA",42.3950806,-71.1276398,"(42.3950806, -71.1276398)"
32932,11/10/2014 05:17:00 PM,Monday,Auto,Auto,66-6,LAKEVIEW AVE,,"66-6 LAKEVIEW AVE Cambridge, MA",42.3781891,-71.1390533,"(42.3781891, -71.1390533)"
32933,11/10/2014 05:17:00 PM,Monday,Auto,Auto,66-6,LAKEVIEW AVE,,"66-6 LAKEVIEW AVE Cambridge, MA",42.3781891,-71.1390533,"(42.3781891, -71.1390533)"
32934,11/10/2014 09:25:00 AM,Monday,Auto,Auto,,Third St,Bent St,"Third St & Bent St Cambridge, MA",42.3670387,-71.0816345,"(42.3670387, -71.0816345)"
32935,11/10/2014 08:30:00 AM,Monday,Auto,Bus (Other),,Brookline St,PACIFIC ST,"Brookline St & PACIFIC ST Cambridge, MA",42.3612289,-71.1039429,"(42.3612289, -71.1039429)"
32937,11/10/2014 05:04:00 AM,Monday,Auto,Fixed Object,679,Concord Ave,,"679 Concord Ave Cambridge, MA",42.3901024,-71.1505814,"(42.3901024, -71.1505814)"
32938,11/10/2014 03:41:00 AM,Monday,Auto,Auto,,Broadway,FAYETTE ST,"Broadway & FAYETTE ST Cambridge, MA",42.3707848,-71.104744,"(42.3707848, -71.104744)"
32939,11/09/2014 03:57:00 PM,Sunday,Auto,Auto,,Massachusetts Ave,Rindge Ave,"Massachusetts Ave & Rindge Ave Cambridge, MA",42.3926163,-71.1248703,"(42.3926163, -71.1248703)"
32940,11/09/2014 02:04:00 PM,Sunday,Auto,Motorcycle,,Cardinal Medeiros Ave,Vandine St,"Cardinal Medeiros Ave & Vandine St Cambridge, MA",42.3688049,-71.0903473,"(42.3688049, -71.0903473)"
32941,11/12/2014 11:30:00 AM,Wednesday,Auto,Auto,1,MATIGNON RD,,"1 MATIGNON RD Cambridge, MA",42.4011078,-71.1318512,"(42.4011078, -71.1318512)"
32943,11/07/2014 07:45:00 AM,Friday,Auto,Auto,,Massachusetts Ave,Rindge Ave,"Massachusetts Ave & Rindge Ave Cambridge, MA",42.3926163,-71.1248703,"(42.3926163, -71.1248703)"
32944,11/05/2014 02:56:00 PM,Friday,Auto,Parked Vehicle,44,FIFTH ST,,"44 FIFTH ST Cambridge, MA",42.3714638,-71.0831375,"(42.3714638, -71.0831375)"
32945,11/05/2014 05:59:00 PM,Wednesday,Auto,Auto,,GREEN ST,PLEASANT ST,"GREEN ST & PLEASANT ST Cambridge, MA",42.3658714,-71.1060257,"(42.3658714, -71.1060257)"
32946,10/01/2014 10:38:00 AM,Wednesday,Auto,Auto,,GARDEN ST,,"GARDEN ST Cambridge, MA",0,0,"(0, 0)"
32947,10/10/2014 12:00:00 PM,Friday,Auto,Pedestrian,100,Landsdowne St,,"100 Landsdowne St Cambridge, MA",42.3600845,-71.1013489,"(42.3600845, -71.1013489)"
32948,10/10/2014 11:20:00 AM,Friday,Auto,Parked Vehicle,,Bent St,Sixth St,"Bent St & Sixth St Cambridge, MA",42.3675613,-71.0857391,"(42.3675613, -71.0857391)"
32949,10/01/2014 03:51:00 PM,Wednesday,Auto,Auto,,Bent St,FIRST ST,"Bent St & FIRST ST Cambridge, MA",42.3665543,-71.0778809,"(42.3665543, -71.0778809)"
32950,10/10/2014 06:51:00 PM,Friday,Auto,Auto,45,FRANCIS AVE,,"45 FRANCIS AVE Cambridge, MA",42.3796921,-71.1123505,"(42.3796921, -71.1123505)"
32951,10/10/2014 07:36:00 PM,Friday,Auto,Auto,330,MOUNT AUBURN ST,,"330 MOUNT AUBURN ST Cambridge, MA",42.3749542,-71.1347198,"(42.3749542, -71.1347198)"
32952,10/10/2014 09:59:00 PM,Monday,Auto,Fixed Object,19,Ash St,,"19 Ash St Cambridge, MA",42.3745918,-71.1251144,"(42.3745918, -71.1251144)"
32953,10/02/2014 12:20:00 PM,Thursday,Auto,Parked Vehicle,70,Rindge Ave,,"70 Rindge Ave Cambridge, MA",42.3928452,-71.1284943,"(42.3928452, -71.1284943)"
32954,10/02/2014 09:08:00 AM,Thursday,Motorcycle,Auto,,Massachusetts Ave,,"Massachusetts Ave Cambridge, MA",0,0,"(0, 0)"
32955,10/02/2014 11:34:00 AM,Thursday,Auto,Auto,,GARDEN ST,Massachusetts Ave,"GARDEN ST & Massachusetts Ave Cambridge, MA",42.3754883,-71.1199188,"(42.3754883, -71.1199188)"
32956,10/02/2014 12:20:00 PM,Thursday,Auto,Bus (Other),,Massachusetts Ave,MEACHAM RD,"Massachusetts Ave & MEACHAM RD Cambridge, MA",42.3950806,-71.1276398,"(42.3950806, -71.1276398)"
32957,10/02/2014 06:41:00 PM,Thursday,Auto,Parked Vehicle,48,EIGHTH ST,,"48 EIGHTH ST Cambridge, MA",42.3697891,-71.0866013,"(42.3697891, -71.0866013)"
32958,10/02/2014 09:55:00 PM,Thursday,Auto,Pedestrian,,MOUNT AUBURN ST,Sparks St,"MOUNT AUBURN ST & Sparks St Cambridge, MA",42.3746986,-71.1305847,"(42.3746986, -71.1305847)"
32959,10/03/2014 10:46:00 AM,Friday,Auto,Bicycle,,QUINCY SQ,OXFORD AVE,"QUINCY SQ & OXFORD AVE Cambridge, MA",0,0,"(0, 0)"
32960,10/05/2014 07:18:00 PM,Sunday,Auto,Auto,,Cambridgeside Pl,,"Cambridgeside Pl Cambridge, MA",0,0,"(0, 0)"
32961,10/08/2014 07:40:00 AM,Wednesday,Auto,Auto,,Walden St,MEAD ST,"Walden St & MEAD ST Cambridge, MA",42.3897476,-71.1244278,"(42.3897476, -71.1244278)"
32962,10/08/2014 12:43:00 PM,Wednesday,Auto,Auto,1414,Cambridge St,,"1414 Cambridge St Cambridge, MA",42.3738174,-71.101532,"(42.3738174, -71.101532)"
32963,10/08/2014 06:22:00 PM,Wednesday,Auto,Fixed Object,165,Cambridgepark Dr,,"165 Cambridgepark Dr Cambridge, MA",42.3951721,-71.1477356,"(42.3951721, -71.1477356)"
32964,10/08/2014 07:30:00 PM,Wednesday,Auto,Parked Vehicle,136,Clay St,HARVEY ST,"136 Clay St Cambridge, MA",42.3973808,-71.1342926,"(42.3973808, -71.1342926)"
32965,10/08/2014 09:32:00 PM,Wednesday,Auto,Auto,413,Broadway,,"413 Broadway Cambridge, MA",42.3724594,-71.1089783,"(42.3724594, -71.1089783)"
32966,10/09/2014 12:00:00 AM,Thursday,Auto,Auto,5,Cambridgepark Dr,,"5 Cambridgepark Dr Cambridge, MA",42.3946953,-71.1406097,"(42.3946953, -71.1406097)"
32967,10/09/2014 06:24:00 AM,Thursday,Auto,Bicycle,,Inman St,Hampshire St,"Inman St & Hampshire St Cambridge, MA",42.3734741,-71.1005325,"(42.3734741, -71.1005325)"
32968,10/09/2014 05:47:00 PM,Thursday,Auto,Bicycle,173,MOUNT AUBURN ST,,"173 MOUNT AUBURN ST Cambridge, MA",42.3744354,-71.1264801,"(42.3744354, -71.1264801)"
32969,10/10/2014 12:31:00 AM,Friday,Auto,Auto,,Massachusetts Ave,Cedar Sq,"Massachusetts Ave & Cedar Sq Cambridge, MA",42.3979721,-71.1308975,"(42.3979721, -71.1308975)"
32970,10/14/2014 07:40:00 PM,Tuesday,Auto,Auto,149,Richdale Ave,,"149 Richdale Ave Cambridge, MA",42.3891907,-71.1265564,"(42.3891907, -71.1265564)"
32971,10/14/2014 09:13:00 PM,Tuesday,Auto,Auto,,HARVARD ST,Trowbridge St,"HARVARD ST & Trowbridge St Cambridge, MA",42.3714523,-71.1120071,"(42.3714523, -71.1120071)"
32972,10/14/2014 10:26:00 PM,Tuesday,Auto,Auto,,Raymond St,LINNAEAN ST,"Raymond St & LINNAEAN ST Cambridge, MA",42.3828888,-71.1248932,"(42.3828888, -71.1248932)"
32973,10/15/2014 05:10:00 PM,Wednesday,Auto,Auto,,GREEN ST,Western Ave,"GREEN ST & Western Ave Cambridge, MA",42.3652687,-71.1050262,"(42.3652687, -71.1050262)"
32974,10/15/2014 07:20:00 PM,Friday,Auto,Auto,21,River St,,"21 River St Cambridge, MA",0,0,"(0, 0)"
32975,10/15/2014 08:55:00 PM,Wednesday,Auto,Auto,624,Massachusetts Ave,,"624 Massachusetts Ave Cambridge, MA",42.3653297,-71.1035843,"(42.3653297, -71.1035843)"
32976,10/15/2014 11:47:00 AM,Wednesday,Auto,Parked Vehicle,40,Copley St,,"40 Copley St Cambridge, MA",42.3851547,-71.1352615,"(42.3851547, -71.1352615)"
32977,11/13/2014 07:50:00 PM,Wednesday,Auto,Auto,,Binney St,FULKERSON ST,"Binney St & FULKERSON ST Cambridge, MA",42.3665924,-71.0882034,"(42.3665924, -71.0882034)"
32978,11/13/2014 01:00:00 PM,Thursday,Auto,Auto,10,FAWCETT ST,,"10 FAWCETT ST Cambridge, MA",42.3893585,-71.1460037,"(42.3893585, -71.1460037)"
32979,10/16/2014 07:38:00 AM,Thursday,Auto,Auto,,Massachusetts Ave,,"Massachusetts Ave Cambridge, MA",0,0,"(0, 0)"
32980,10/16/2014 12:03:00 PM,Thursday,Auto,Auto,,Cambridge St,FAYETTE ST,"Cambridge St & FAYETTE ST Cambridge, MA",42.3738937,-71.1021042,"(42.3738937, -71.1021042)"
32981,10/16/2014 06:30:00 PM,Thursday,Auto,Auto,343,Broadway,Inman St,"343 Broadway Cambridge, MA",42.370079,-71.102951,"(42.370079, -71.102951)"
32982,10/16/2014 06:36:00 PM,Thursday,Auto,Parked Vehicle,,Upland Rd,PLEASANT ST,"Upland Rd & PLEASANT ST Cambridge, MA",0,0,"(0, 0)"
32983,10/16/2014 07:03:00 PM,Thursday,Auto,Parked Vehicle,45,Museum St,,"45 Museum St Cambridge, MA",42.3803177,-71.11409,"(42.3803177, -71.11409)"
32984,10/17/2014 03:52:00 AM,Friday,Auto,Auto,,MAIN ST,Windsor St,"MAIN ST & Windsor St Cambridge, MA",42.3632088,-71.0967026,"(42.3632088, -71.0967026)"
32985,10/17/2014 08:52:00 AM,Friday,Auto,Auto,,Concord Ave,HURON AVE,"Concord Ave & HURON AVE Cambridge, MA",42.3824043,-71.1309967,"(42.3824043, -71.1309967)"
32986,10/17/2014 11:59:00 AM,Friday,Truck,Fixed Object,,MOUNT PLEASANT ST,,"MOUNT PLEASANT ST Cambridge, MA",0,0,"(0, 0)"
32987,10/17/2014 08:40:00 PM,Friday,Auto,Auto,,Hampshire St,PORTSMOUTH ST,"Hampshire St & PORTSMOUTH ST Cambridge, MA",42.3684235,-71.094368,"(42.3684235, -71.094368)"
32988,10/17/2014 12:00:00 PM,Friday,Auto,Auto,,Washington Ave,,"Washington Ave Cambridge, MA",0,0,"(0, 0)"
32989,10/18/2014 01:44:00 PM,Saturday,Auto,Auto,20,EVERETT ST,OXFORD AVE,"20 EVERETT ST Cambridge, MA",42.3798752,-71.1175766,"(42.3798752, -71.1175766)"
32990,10/18/2014 07:57:00 PM,Saturday,Auto,Parked Vehicle,74,MOUNT AUBURN PL,,"74 MOUNT AUBURN PL Cambridge, MA",42.3719635,-71.1185532,"(42.3719635, -71.1185532)"
32991,10/18/2014 08:38:00 PM,Saturday,Auto,Auto,27,HANCOCK ST,,"27 HANCOCK ST Cambridge, MA",42.3672752,-71.1099701,"(42.3672752, -71.1099701)"
32992,10/18/2014 07:00:00 PM,Saturday,Auto,Parked Vehicle,2254,Massachusetts Ave,,"2254 Massachusetts Ave Cambridge, MA",42.3945084,-71.1269913,"(42.3945084, -71.1269913)"
32993,10/19/2014 04:14:00 PM,Sunday,Auto,Parked Vehicle,1414,Cambridge St,,"1414 Cambridge St Cambridge, MA",42.3738174,-71.101532,"(42.3738174, -71.101532)"
32994,10/19/2014 11:30:00 AM,Sunday,Auto,Parked Vehicle,23,Perry St,,"23 Perry St Cambridge, MA",42.3624229,-71.1073685,"(42.3624229, -71.1073685)"
32995,10/20/2014 06:50:00 AM,Monday,Auto,Pedestrian,,Albany St,Portland St,"Albany St & Portland St Cambridge, MA",42.3617287,-71.0939789,"(42.3617287, -71.0939789)"
32996,10/20/2014 11:47:00 AM,Monday,Auto,Pedestrian,,Franklin St,MAGAZINE ST,"Franklin St & MAGAZINE ST Cambridge, MA",42.3644981,-71.1051483,"(42.3644981, -71.1051483)"
32997,10/20/2014 03:25:00 PM,Monday,Auto,Parked Vehicle,2288,Massachusetts Ave,,"2288 Massachusetts Ave Cambridge, MA",42.3949814,-71.1275253,"(42.3949814, -71.1275253)"
32998,10/20/2014 02:25:00 PM,Monday,Bus (Other),Parked Vehicle,,EMERSON YARD,Market St,"EMERSON YARD & Market St Cambridge, MA",0,0,"(0, 0)"
33000,10/22/2014 02:56:00 PM,Wednesday,Auto,Parked Vehicle,,MELLEN ST,Massachusetts Ave,"MELLEN ST & Massachusetts Ave Cambridge, MA",42.3808594,-71.1198273,"(42.3808594, -71.1198273)"
33001,10/22/2014 08:03:00 PM,Wednesday,Taxi,Auto,,Massachusetts Ave,Clarendon Ave,"Massachusetts Ave & Clarendon Ave Cambridge, MA",42.3993645,-71.1327133,"(42.3993645, -71.1327133)"
33002,10/23/2014 07:24:00 AM,Thursday,Auto,Pedestrian,,Binney St,Sixth St,"Binney St & Sixth St Cambridge, MA",42.3661499,-71.0860748,"(42.3661499, -71.0860748)"
33003,10/23/2014 02:24:00 PM,Thursday,Taxi,Fixed Object,124,Otis St,,"124 Otis St Cambridge, MA",42.3708038,-71.0837784,"(42.3708038, -71.0837784)"
33004,10/23/2014 05:16:00 PM,Saturday,Auto,Auto,,Hampshire St,Cambridge St,"Hampshire St & Cambridge St Cambridge, MA",42.3737297,-71.1008377,"(42.3737297, -71.1008377)"
33005,10/23/2014 06:23:00 PM,Saturday,Auto,Parked Vehicle,,MOUNT AUBURN ST,Belmont St,"MOUNT AUBURN ST & Belmont St Cambridge, MA",42.3745995,-71.1499176,"(42.3745995, -71.1499176)"
33006,10/24/2014 12:13:00 PM,Sunday,Auto,Auto,468,Broadway,,"468 Broadway Cambridge, MA",42.3739777,-71.1128082,"(42.3739777, -71.1128082)"
33007,10/24/2014 07:49:00 PM,Friday,Auto,Pedestrian,,Windsor St,Broadway,"Windsor St & Broadway Cambridge, MA",42.3671074,-71.0954132,"(42.3671074, -71.0954132)"
33008,10/24/2014 08:49:00 PM,Thursday,Truck,Fixed Object,211,Alewife Brook Pky,,"211 Alewife Brook Pky Cambridge, MA",42.3895264,-71.1426163,"(42.3895264, -71.1426163)"
33009,10/25/2014 01:28:00 AM,Saturday,Auto,Bicycle,35,Massachusetts Ave,White St,"35 Massachusetts Ave Cambridge, MA",42.3582993,-71.0931473,"(42.3582993, -71.0931473)"
33010,10/25/2014 02:20:00 PM,Saturday,Auto,Auto,,JAMES ST,,"JAMES ST Cambridge, MA",0,0,"(0, 0)"
33011,10/25/2014 03:14:00 PM,Saturday,Auto,Taxi,,Massachusetts Ave,,"Massachusetts Ave Cambridge, MA",0,0,"(0, 0)"
33012,10/25/2014 05:33:00 PM,Saturday,Auto,Parked Vehicle,430,MEMORIAL DR,,"430 MEMORIAL DR Cambridge, MA",0,0,"(0, 0)"
